id	rate
13267	0.056
13269	0.056
13271	0.056
13273	0.056
13275	0.056
13277	0.056
13279	0.056
13281	0.056
13283	0.056
13285	0.056
13287	0.056
13289	0.056
13291	0.056
13293	0.056
13295	0.056
13297	0.056
13299	0.057
13301	0.057
13303	0.057
13305	0.057
13307	0.057
13309	0.057
13311	0.057
13313	0.057
13315	0.057
13317	0.057
13319	0.057
13321	0.057
15001	0.057
15003	0.057
15007	0.057
15009	0.057
16001	0.057
16003	0.057
16005	0.057
16007	0.057
16009	0.057
16011	0.057
16013	0.057
16015	0.057
16017	0.058
16019	0.058
16021	0.058
16023	0.058
16025	0.058
16027	0.058
16029	0.058
16031	0.058
16033	0.058
16035	0.058
16037	0.058
16039	0.058
16041	0.058
16043	0.058
16045	0.058
16047	0.058
16049	0.058
16051	0.058
16053	0.058
16055	0.058
16057	0.058
16059	0.058
16061	0.058
16063	0.058
16065	0.058
16067	0.058
16069	0.058
16071	0.058
16073	0.058
16075	0.058
16077	0.058
16079	0.058
16081	0.059
16083	0.059
16085	0.059
16087	0.059
17001	0.059
17003	0.059
17005	0.059
17007	0.059
17009	0.059
17011	0.059
17013	0.059
17015	0.059
17017	0.059
17019	0.059
17021	0.059
17023	0.059
17025	0.059
17027	0.059
17029	0.059
17031	0.059
17033	0.059
17035	0.059
17037	0.059
17039	0.059
17041	0.059
17043	0.059
17045	0.059
17047	0.059
17049	0.059
17051	0.059
17053	0.059
17055	0.059
17057	0.059
17059	0.059
17061	0.059
17063	0.059
17065	0.059
17067	0.059
17069	0.059
17071	0.059
17073	0.06
17075	0.06
17077	0.06
17079	0.06
17081	0.06
17083	0.06
17085	0.06
17087	0.06
17089	0.06
17091	0.06
17093	0.06
17095	0.06
17097	0.06
17099	0.06
17101	0.06
17103	0.06
17105	0.06
17107	0.06
17109	0.06
17111	0.06
17113	0.06
17115	0.06
17117	0.06
17119	0.06
17121	0.06
17123	0.06
17125	0.06
17127	0.06
17129	0.06
17131	0.06
17133	0.06
17135	0.06
17137	0.06
17139	0.06
17141	0.06
17143	0.061
17145	0.061
17147	0.061
17149	0.061
17151	0.061
17153	0.061
17155	0.061
17157	0.061
17159	0.061
17161	0.061
17163	0.061
17165	0.061
17167	0.061
17169	0.061
17171	0.061
17173	0.061
17175	0.061
17177	0.061
17179	0.061
17181	0.061
17183	0.061
17185	0.061
17187	0.061
17189	0.061
17191	0.061
17193	0.061
17195	0.061
17197	0.061
17199	0.062
17201	0.062
17203	0.062
18001	0.062
18003	0.062
18005	0.062
18007	0.062
18009	0.062
18011	0.062
18013	0.062
18015	0.062
18017	0.062
18019	0.062
18021	0.062
18023	0.062
18025	0.062
18027	0.062
18029	0.062
18031	0.062
18033	0.062
18035	0.062
18037	0.062
18039	0.062
18041	0.062
18043	0.062
18045	0.062
18047	0.062
18049	0.062
18051	0.062
18053	0.062
18055	0.062
18057	0.062
18059	0.062
18061	0.062
18063	0.063
18065	0.063
18067	0.063
18069	0.063
18071	0.063
18073	0.063
18075	0.063
18077	0.063
18079	0.063
18081	0.063
18083	0.063
18085	0.063
18087	0.063
18089	0.063
18091	0.063
18093	0.063
18095	0.063
18097	0.063
18099	0.063
18101	0.063
18103	0.063
18105	0.063
18107	0.063
18109	0.063
18111	0.063
18113	0.063
18115	0.063
18117	0.063
18119	0.063
18121	0.063
18123	0.063
18125	0.063
18127	0.063
18129	0.063
18131	0.063
18133	0.064
18135	0.064
18137	0.064
18139	0.064
18141	0.064
18143	0.064
18145	0.064
18147	0.064
18149	0.064
18151	0.064
18153	0.064
18155	0.064
18157	0.064
18159	0.064
18161	0.064
18163	0.064
18165	0.064
18167	0.064
18169	0.064
18171	0.064
18173	0.064
18175	0.064
18177	0.064
18179	0.064
18181	0.064
18183	0.064
19001	0.064
19003	0.064
19005	0.065
19007	0.065
19009	0.065
19011	0.065
19013	0.065
19015	0.065
19017	0.065
19019	0.065
19021	0.065
19023	0.065
19025	0.065
19027	0.065
19029	0.065
19031	0.065
19033	0.065
19035	0.065
19037	0.065
19039	0.065
19041	0.065
19043	0.065
19045	0.065
19047	0.065
19049	0.065
19051	0.065
19053	0.065
19055	0.065
19057	0.065
19059	0.065
19061	0.065
19063	0.065
19065	0.065
19067	0.065
19069	0.065
19071	0.066
19073	0.066
19075	0.066
19077	0.066
19079	0.066
19081	0.066
19083	0.066
19085	0.066
19087	0.066
19089	0.066
19091	0.066
19093	0.066
19095	0.066
19097	0.066
19099	0.066
19101	0.066
19103	0.066
19105	0.066
19107	0.066
19109	0.066
19111	0.066
19113	0.066
19115	0.066
19117	0.066
19119	0.066
19121	0.066
19123	0.066
19125	0.066
19127	0.066
19129	0.066
19131	0.066
19133	0.066
19135	0.066
19137	0.066
19139	0.066
19141	0.066
19143	0.066
19145	0.066
19147	0.066
19149	0.067
19151	0.067
19153	0.067
19155	0.067
19157	0.067
19159	0.067
19161	0.067
19163	0.067
19165	0.067
19167	0.067
19169	0.067
19171	0.067
19173	0.067
19175	0.067
19177	0.067
19179	0.067
19181	0.067
19183	0.067
19185	0.067
19187	0.067
19189	0.067
19191	0.067
19193	0.067
19195	0.067
19197	0.067
20001	0.067
20003	0.067
20005	0.067
20007	0.067
20009	0.067
20011	0.067
20013	0.067
20015	0.067
20017	0.068
20019	0.068
20021	0.068
20023	0.068
20025	0.068
20027	0.068
20029	0.068
20031	0.068
20033	0.068
20035	0.068
20037	0.068
20039	0.068
20041	0.068
20043	0.068
20045	0.068
20047	0.068
20049	0.068
20051	0.068
20053	0.068
20055	0.068
20057	0.068
20059	0.068
20061	0.068
20063	0.068
20065	0.068
20067	0.068
20069	0.068
20071	0.068
20073	0.068
20075	0.068
20077	0.068
20079	0.068
20081	0.068
20083	0.068
20085	0.068
20087	0.068
20089	0.068
20091	0.069
20093	0.069
20095	0.069
20097	0.069
20099	0.069
20101	0.069
20103	0.069
20105	0.069
20107	0.069
20109	0.069
20111	0.069
20113	0.069
20115	0.069
20117	0.069
20119	0.069
20121	0.069
20123	0.069
20125	0.069
20127	0.069
20129	0.069
20131	0.069
20133	0.069
20135	0.069
20137	0.069
20139	0.069
20141	0.069
20143	0.069
20145	0.069
20147	0.07
20149	0.07
20151	0.07
20153	0.07
20155	0.07
20157	0.07
20159	0.07
20161	0.07
20163	0.07
20165	0.07
20167	0.07
20169	0.07
20171	0.07
20173	0.07
20175	0.07
20177	0.07
20179	0.07
20181	0.07
20183	0.07
20185	0.07
20187	0.07
20189	0.07
20191	0.07
20193	0.07
20195	0.07
20197	0.07
20199	0.07
20201	0.07
20203	0.07
20205	0.07
20207	0.07
20209	0.07
21001	0.07
21003	0.07
21005	0.07
21007	0.07
21009	0.07
21011	0.07
21013	0.07
21015	0.07
21017	0.07
21019	0.07
21021	0.07
21023	0.071
21025	0.071
21027	0.071
21029	0.071
21031	0.071
21033	0.071
21035	0.071
21037	0.071
21039	0.071
21041	0.071
21043	0.071
21045	0.071
21047	0.071
21049	0.071
21051	0.071
21053	0.071
21055	0.071
21057	0.071
21059	0.071
21061	0.071
21063	0.071
21065	0.071
21067	0.071
21069	0.071
21071	0.071
21073	0.071
21075	0.071
21077	0.071
21079	0.071
21081	0.071
21083	0.071
21085	0.071
21087	0.071
21089	0.071
21091	0.071
21093	0.071
21095	0.071
21097	0.071
21099	0.071
21101	0.071
21103	0.071
21105	0.072
21107	0.072
21109	0.072
21111	0.072
21113	0.072
21115	0.072
21117	0.072
21119	0.072
21121	0.072
21123	0.072
21125	0.072
21127	0.072
21129	0.072
21131	0.072
21133	0.072
21135	0.072
21137	0.072
21139	0.072
21141	0.072
21143	0.072
21145	0.072
21147	0.072
21149	0.072
21151	0.072
21153	0.072
21155	0.072
21157	0.072
21159	0.072
21161	0.072
21163	0.072
21165	0.072
21167	0.072
21169	0.072
21171	0.072
21173	0.072
21175	0.072
21177	0.072
21179	0.072
21181	0.072
21183	0.072
21185	0.073
21187	0.073
21189	0.073
21191	0.073
21193	0.073
21195	0.073
21197	0.073
21199	0.073
21201	0.073
21203	0.073
21205	0.073
21207	0.073
21209	0.073
21211	0.073
21213	0.073
21215	0.073
21217	0.073
21219	0.073
21221	0.073
21223	0.073
21225	0.073
21227	0.073
21229	0.073
21231	0.073
21233	0.073
21235	0.073
21237	0.073
21239	0.073
22001	0.073
22003	0.073
22005	0.073
22007	0.073
22009	0.073
22011	0.073
22013	0.073
22015	0.073
22017	0.073
22019	0.073
22021	0.073
22023	0.074
22025	0.074
22027	0.074
22029	0.074
22031	0.074
22033	0.074
22035	0.074
22037	0.074
22039	0.074
22041	0.074
22043	0.074
22045	0.074
22047	0.074
22049	0.074
22051	0.074
22053	0.074
22055	0.074
22057	0.074
22059	0.074
22061	0.074
22063	0.074
22065	0.074
22067	0.074
22069	0.074
22071	0.074
22073	0.074
22075	0.074
22077	0.074
22079	0.074
22081	0.074
22083	0.074
22085	0.074
22087	0.074
22089	0.074
22091	0.075
22093	0.075
22095	0.075
22097	0.075
22099	0.075
22101	0.075
22103	0.075
22105	0.075
22107	0.075
22109	0.075
22111	0.075
22113	0.075
22115	0.075
22117	0.075
22119	0.075
22121	0.075
22123	0.075
22125	0.075
22127	0.075
23001	0.075
23003	0.075
23005	0.075
23007	0.075
23009	0.075
23011	0.075
23013	0.075
23015	0.075
23017	0.075
23019	0.075
23021	0.075
23023	0.075
23025	0.075
23027	0.075
23029	0.075
23031	0.075
24001	0.075
24003	0.075
24005	0.075
24009	0.075
24011	0.075
24013	0.076
24015	0.076
24017	0.076
24019	0.076
24021	0.076
24023	0.076
24025	0.076
24027	0.076
24029	0.076
24031	0.076
24033	0.076
24035	0.076
24037	0.076
24039	0.076
24041	0.076
24043	0.076
24045	0.076
24047	0.076
24510	0.076
25001	0.076
25003	0.076
25005	0.076
25007	0.076
25009	0.076
25011	0.076
25013	0.076
25015	0.076
25017	0.076
25019	0.076
25021	0.077
25023	0.077
25025	0.077
25027	0.077
26001	0.077
26003	0.077
26005	0.077
26007	0.077
26009	0.077
26011	0.077
26013	0.077
26015	0.077
26017	0.077
26019	0.077
26021	0.077
26023	0.077
26025	0.077
26027	0.077
26029	0.077
26031	0.077
26033	0.077
26035	0.077
26037	0.077
26039	0.077
26041	0.077
26043	0.077
26045	0.077
26047	0.077
26049	0.077
26051	0.077
26053	0.077
26055	0.077
26057	0.077
26059	0.078
26061	0.078
26063	0.078
26065	0.078
26067	0.078
26069	0.078
26071	0.078
26073	0.078
26075	0.078
26077	0.078
26079	0.078
26081	0.078
26083	0.078
26085	0.078
26087	0.078
26089	0.078
26091	0.078
26093	0.078
26095	0.078
26097	0.078
26099	0.078
26101	0.078
26103	0.078
26105	0.078
26107	0.078
26109	0.078
26111	0.078
26113	0.078
26115	0.078
26117	0.078
26119	0.078
26121	0.078
26123	0.078
26125	0.078
26127	0.078
26129	0.078
26131	0.078
26133	0.078
26135	0.078
26137	0.078
26139	0.078
26141	0.078
26143	0.078
26145	0.078
26147	0.078
26149	0.078
26151	0.078
26153	0.078
26155	0.078
26157	0.078
26159	0.078
26161	0.078
26163	0.078
26165	0.078
27001	0.078
27003	0.078
27005	0.078
27007	0.078
27009	0.078
27011	0.078
27013	0.078
27015	0.078
27017	0.078
27019	0.079
27021	0.079
27023	0.079
27025	0.079
27027	0.079
27029	0.079
27031	0.079
27033	0.079
27035	0.079
27037	0.079
27039	0.079
27041	0.079
27043	0.079
27045	0.079
27047	0.079
27049	0.079
27051	0.079
27053	0.079
27055	0.079
27057	0.079
27059	0.079
27061	0.079
27063	0.079
27065	0.079
27067	0.079
27069	0.079
27071	0.079
27073	0.079
27075	0.079
27077	0.079
27079	0.079
27081	0.079
27083	0.079
27085	0.079
27087	0.079
27089	0.079
27091	0.079
27093	0.079
27095	0.079
27097	0.079
27099	0.079
27101	0.079
27103	0.079
27105	0.079
27107	0.079
27109	0.08
27111	0.08
27113	0.08
27115	0.08
27117	0.08
27119	0.08
27121	0.08
27123	0.08
27125	0.08
27127	0.08
27129	0.08
27131	0.08
27133	0.08
27135	0.08
27137	0.08
27139	0.08
27141	0.08
27143	0.08
27145	0.08
27147	0.08
27149	0.08
27151	0.08
27153	0.08
27155	0.08
27157	0.08
27159	0.08
27161	0.08
27163	0.08
27165	0.08
27167	0.08
27169	0.08
27171	0.08
27173	0.08
28001	0.08
28003	0.08
28005	0.08
28007	0.081
28009	0.081
28011	0.081
28013	0.081
28015	0.081
28017	0.081
28019	0.081
28021	0.081
28023	0.081
28025	0.081
28027	0.081
28029	0.081
28031	0.081
28033	0.081
28035	0.081
28037	0.081
28039	0.081
28041	0.081
28043	0.081
28045	0.081
28047	0.081
28049	0.081
28051	0.081
28053	0.081
28055	0.081
28057	0.081
28059	0.081
28061	0.081
28063	0.081
28065	0.081
28067	0.081
28069	0.081
28071	0.081
28073	0.081
28075	0.081
28077	0.081
28079	0.081
28081	0.081
28083	0.081
28085	0.081
28087	0.081
28089	0.081
28091	0.082
28093	0.082
28095	0.082
28097	0.082
28099	0.082
28101	0.082
28103	0.082
28105	0.082
28107	0.082
28109	0.082
28111	0.082
28113	0.082
28115	0.082
28117	0.082
28119	0.082
28121	0.082
28123	0.082
28125	0.082
28127	0.082
28129	0.082
28131	0.082
28133	0.082
28135	0.082
28137	0.082
28139	0.082
28141	0.082
28143	0.082
28145	0.082
28147	0.082
28149	0.082
28151	0.082
28153	0.082
28155	0.082
28157	0.082
28159	0.082
28161	0.082
28163	0.082
29001	0.082
29003	0.082
29005	0.082
29007	0.082
29009	0.082
29011	0.082
29013	0.082
29015	0.082
29017	0.082
29019	0.082
29021	0.082
29023	0.083
29025	0.083
29027	0.083
29029	0.083
29031	0.083
29033	0.083
29035	0.083
29037	0.083
29039	0.083
29041	0.083
29043	0.083
29045	0.083
29047	0.083
29049	0.083
29051	0.083
29053	0.083
29055	0.083
29057	0.083
29059	0.083
29061	0.083
29063	0.083
29065	0.083
29067	0.083
29069	0.083
29071	0.083
29073	0.083
29075	0.083
29077	0.083
29079	0.083
29081	0.083
29083	0.083
29085	0.083
29087	0.083
29089	0.083
29091	0.083
29093	0.083
29095	0.083
29097	0.083
29099	0.083
29101	0.083
29103	0.084
29105	0.084
29107	0.084
29109	0.084
29111	0.084
29113	0.084
29115	0.084
29117	0.084
29119	0.084
29121	0.084
29123	0.084
29125	0.084
29127	0.084
29129	0.084
29131	0.084
29133	0.084
29135	0.084
29137	0.084
29139	0.084
29141	0.084
29143	0.084
29145	0.084
29147	0.084
29149	0.084
29151	0.084
29153	0.084
29155	0.084
29157	0.084
29159	0.084
29161	0.084
29163	0.084
29165	0.084
29167	0.084
29169	0.084
29171	0.084
29173	0.084
29175	0.084
29177	0.084
29179	0.084
29181	0.084
29183	0.084
29185	0.084
29186	0.084
29187	0.084
29189	0.084
29195	0.084
29197	0.084
29199	0.084
29201	0.085
29203	0.085
29205	0.085
29207	0.085
29209	0.085
29211	0.085
29213	0.085
29215	0.085
29217	0.085
29219	0.085
29221	0.085
29223	0.085
29225	0.085
29227	0.085
29229	0.085
29510	0.085
30001	0.085
30003	0.085
30005	0.085
30007	0.085
30009	0.085
30011	0.085
30013	0.085
30015	0.085
30017	0.085
30019	0.085
30021	0.085
30023	0.085
30025	0.085
30027	0.085
30029	0.085
30031	0.085
30033	0.085
30035	0.085
30037	0.085
30039	0.085
30041	0.085
30043	0.085
30045	0.085
30047	0.085
30049	0.085
30051	0.085
30053	0.086
30055	0.086
30057	0.086
30059	0.086
30061	0.086
30063	0.086
30065	0.086
30067	0.086
30069	0.086
30071	0.086
30073	0.086
30075	0.086
30077	0.086
30079	0.086
30081	0.086
30083	0.086
30085	0.086
30087	0.086
30089	0.086
30091	0.086
30093	0.086
30095	0.086
30097	0.086
30099	0.086
30101	0.086
30103	0.086
30105	0.086
30107	0.086
30109	0.086
30111	0.086
31001	0.086
31003	0.086
31005	0.086
31007	0.086
31009	0.086
31011	0.086
31013	0.086
31015	0.086
31017	0.086
31019	0.086
31021	0.086
31023	0.086
31025	0.087
31027	0.087
31029	0.087
31031	0.087
31033	0.087
31035	0.087
31037	0.087
31039	0.087
31041	0.087
31043	0.087
31045	0.087
31047	0.087
31049	0.087
31051	0.087
31053	0.087
31055	0.087
31057	0.087
31059	0.087
31061	0.087
31063	0.087
31065	0.087
31067	0.087
31069	0.087
31071	0.087
31073	0.087
31075	0.087
31077	0.087
31079	0.087
31081	0.087
31083	0.087
31085	0.087
31087	0.087
31089	0.087
31091	0.087
31093	0.087
31095	0.087
31097	0.087
31099	0.087
31101	0.087
31103	0.087
31105	0.087
31107	0.087
31109	0.087
31111	0.087
31113	0.087
31115	0.087
31117	0.087
31119	0.087
31121	0.087
31123	0.088
31125	0.088
31127	0.088
31129	0.088
31131	0.088
31133	0.088
31135	0.088
31137	0.088
31139	0.088
31141	0.088
31143	0.088
31145	0.088
31147	0.088
31149	0.088
31151	0.088
31153	0.088
31155	0.088
31157	0.088
31159	0.088
31161	0.088
31163	0.088
31165	0.088
31167	0.088
31169	0.088
31171	0.088
31173	0.088
31175	0.088
31177	0.088
31179	0.088
31181	0.088
31183	0.088
31185	0.088
32001	0.088
32003	0.088
32005	0.088
32007	0.088
32009	0.088
32011	0.088
32013	0.088
32015	0.089
32017	0.089
32019	0.089
32021	0.089
32023	0.089
32027	0.089
32029	0.089
32031	0.089
32033	0.089
32510	0.089
33001	0.089
33003	0.089
33005	0.089
33007	0.089
33009	0.089
33011	0.089
33013	0.089
33015	0.089
33017	0.089
33019	0.089
34001	0.089
34003	0.089
34005	0.089
34007	0.089
34009	0.089
34011	0.089
34013	0.089
34015	0.089
34017	0.089
34019	0.089
34021	0.089
34023	0.089
34025	0.09
34027	0.09
34029	0.09
34031	0.09
34033	0.09
34035	0.09
34037	0.09
34039	0.09
34041	0.09
35001	0.09
35003	0.09
35005	0.09
35006	0.09
35007	0.09
35009	0.09
35011	0.09
35013	0.09
35015	0.09
35017	0.09
35019	0.09
35021	0.09
35023	0.09
35025	0.09
35027	0.09
35028	0.09
35029	0.09
35031	0.09
35033	0.09
35035	0.09
35037	0.09
35039	0.09
35041	0.09
35043	0.09
35045	0.09
35047	0.09
35049	0.09
35051	0.09
35053	0.09
35055	0.09
35057	0.091
35059	0.091
35061	0.091
36001	0.091
36003	0.091
36005	0.091
36007	0.091
36009	0.091
36011	0.091
36013	0.091
36015	0.091
36017	0.091
36019	0.091
36021	0.091
36023	0.091
36025	0.091
36027	0.091
36029	0.091
36031	0.091
36033	0.091
36035	0.091
36037	0.091
36039	0.091
36041	0.091
36043	0.091
36045	0.091
36047	0.091
36049	0.091
36051	0.091
36053	0.091
36055	0.091
36057	0.091
36059	0.091
36061	0.091
36063	0.091
36065	0.091
36067	0.091
36069	0.091
36071	0.091
36073	0.091
36075	0.091
36077	0.091
36079	0.091
36081	0.091
36083	0.091
36085	0.091
36087	0.091
36089	0.091
36091	0.091
36093	0.091
36095	0.091
36097	0.091
36099	0.091
36101	0.091
36103	0.091
36105	0.091
36107	0.092
36109	0.092
36111	0.092
36113	0.092
36115	0.092
36117	0.092
36119	0.092
36121	0.092
36123	0.092
37001	0.092
37003	0.092
37005	0.092
37007	0.092
37009	0.092
37011	0.092
37013	0.092
37015	0.092
37017	0.092
37019	0.092
37021	0.092
37023	0.092
37025	0.092
37027	0.092
37029	0.092
37031	0.092
37033	0.092
37035	0.092
37037	0.092
37039	0.092
37041	0.092
37043	0.092
37045	0.092
37047	0.093
37049	0.093
37051	0.093
37053	0.093
37055	0.093
37057	0.093
37059	0.093
37061	0.093
37063	0.093
37065	0.093
37067	0.093
37069	0.093
37071	0.093
37073	0.093
37075	0.093
37077	0.093
37079	0.093
37081	0.093
37083	0.093
37085	0.093
37087	0.093
37089	0.093
37091	0.093
37093	0.093
37095	0.093
37097	0.093
37099	0.093
37101	0.093
37103	0.093
37105	0.093
37107	0.093
37109	0.094
37111	0.094
37113	0.094
37115	0.094
37117	0.094
37119	0.094
37121	0.094
37123	0.094
37125	0.094
37127	0.094
37129	0.094
37131	0.094
37133	0.094
37135	0.094
37137	0.094
37139	0.094
37141	0.094
37143	0.094
37145	0.094
37147	0.094
37149	0.094
37151	0.094
37153	0.094
37155	0.094
37157	0.094
37159	0.094
37161	0.094
37163	0.094
37165	0.094
37167	0.094
37169	0.094
37171	0.094
37173	0.094
37175	0.094
37177	0.094
37179	0.095
37181	0.095
37183	0.095
37185	0.095
37187	0.095
37189	0.095
37191	0.095
37193	0.095
37195	0.095
37197	0.095
37199	0.095
38001	0.095
38003	0.095
38005	0.095
38007	0.095
38009	0.095
38011	0.095
38013	0.095
38015	0.095
38017	0.095
38019	0.095
38021	0.095
